api_id,calendar_api_id,cover_url,end_at,event_type,hide_rsvp,location_type,name,one_to_one,recurrence_id,show_guest_list,start_at,timezone,url,user_api_id,visibility,waitlist_enabled,virtual_info,geo_longitude,geo_latitude,geo_address_info,geo_address_visibility,coordinate
evt-o3UeJsJsx66IHao,cal-I4Y9WPfima6sYj2,https://images.lumacdn.com/event-covers/8l/59589fa4-c36c-4f35-aaa5-fbf1a804e417.png,2025-04-09T00:30:00.000Z,independent,False,offline,make a self care button bouquet :),True,,True,2025-04-08T22:30:00.000Z,America/New_York,zzry4b1d,usr-D4vbfOJraNuGBWl,public,True,{'has_access': False},-73.955808,40.715929,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': ""Lion's Milk"", 'country': 'United States', 'place_id': 'ChIJRdQmkF5ZwokRFhQp8SEm1pA', 'city_state': 'Kings County, New York', 'description': '', 'country_code': 'US', 'full_address': ""Lion's Milk, 104 Roebling St, Brooklyn, NY 11211, USA"", 'apple_maps_place_id': 'I1E2881C9F302469F', 'mode': 'shown'}",public,"{'latitude': 40.715929, 'longitude': -73.955808}"
evt-pJX58GW45RETYZ7,cal-KmKzxIeooaJtKYQ,https://images.lumacdn.com/event-covers/9m/868377b2-5d60-403c-83ed-b8e7e9a0c4e1.jpg,2025-04-08T23:30:00.000Z,independent,False,offline,Mindful Evenings ✨,True,,True,2025-04-08T22:30:00.000Z,America/New_York,hs7bv7lb,usr-Dh1VtSw17v2pB2I,public,False,{'has_access': False},-73.986679,40.704007,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': 'Fabrik DUMBO', 'country': 'United States', 'place_id': 'ChIJbxWJH6hbwokRJdEDkf61egI', 'city_state': 'Kings County, New York', 'description': '', 'country_code': 'US', 'full_address': 'Fabrik DUMBO, 20 Jay St Suite 218, Brooklyn, NY 11201, USA', 'mode': 'shown'}",public,"{'latitude': 40.704007, 'longitude': -73.986679}"
evt-A9gMFs2CyoyK5Ii,cal-IoIk2GOFoSM5hRN,https://images.lumacdn.com/event-covers/pe/a60ff9fc-858a-437b-a872-3c2b04735102.png,2025-04-09T01:00:00.000Z,independent,False,offline,Connections & Capital NYC Meetup by Fortress & Next Layer Capital,True,,True,2025-04-08T23:00:00.000Z,America/New_York,idh8vynb,usr-RYMWHia8HfHGCeS,public,False,{'has_access': False},-74.000025,40.732218,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Pubkey', 'country': 'United States', 'latitude': '40.7322184', 'place_id': 'ChIJRa-Q2PdZwokRwCdyxw9rOqg', 'longitude': '-74.0000245', 'city_state': 'New York, New York', 'description': '', 'full_address': 'Pubkey, 85 Washington Pl, New York, NY 10011, USA', 'apple_maps_place_id': 'I15F0DC58908EB19D', 'mode': 'shown'}",public,"{'latitude': 40.732218, 'longitude': -74.000025}"
evt-vZ6XWVC7P1p5SlL,cal-1o9fV45TOfLySKM,https://images.lumacdn.com/event-covers/dk/f27bbc60-0d4a-4632-9a30-a14cf15a9775.jpg,2025-04-09T00:30:00.000Z,independent,False,offline,How to Make More Money: A Practical Guide for Freelancers & Small Business Owners,True,,True,2025-04-08T23:00:00.000Z,America/New_York,mjk5y4zf,usr-LvASHhwrum7Bp3P,public,False,{'has_access': False},-73.999766,40.717602,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Index', 'country': 'United States', 'place_id': 'ChIJMW7aYENbwokRSDHV_Wx_ItI', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'Index, 120 Walker St 3rd Floor, New York, NY 10013, USA', 'mode': 'shown'}",public,"{'latitude': 40.717602, 'longitude': -73.999766}"
evt-B2J2mlcEuUP5Mcu,cal-rXCR7n9Nuf1pGeL,https://images.lumacdn.com/event-covers/3w/92a39562-cb70-4ddb-9196-21745de65a04.png,2025-04-09T23:00:00.000Z,independent,False,offline,Opportunities in the Next Evolution of the Domain Name System,True,,True,2025-04-09T21:00:00.000Z,America/New_York,lh5w2opb,usr-PAe6M8NqA7ydPvt,public,False,{'has_access': False},-73.988863,40.733829,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Civic Hall', 'country': 'United States', 'place_id': 'ChIJPQ80o6NZwokRKswTHKBgQLo', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'Civic Hall, 124 E 14th St, New York, NY 10003, USA', 'apple_maps_place_id': 'IDC2EB86CB69A374A', 'mode': 'shown'}",public,"{'latitude': 40.733829, 'longitude': -73.988863}"
evt-3p6QA3OfbhCCzXf,cal-vAZtj3a5zqdyAFz,https://images.lumacdn.com/event-covers/rp/6e9632c3-0e4b-41b4-bf46-5a7302702910.png,2025-04-10T00:30:00.000Z,independent,False,offline,ArtificialRuby.ai NYC Meetup,True,,False,2025-04-09T22:00:00.000Z,America/New_York,51iv0zzl,usr-MGFPsgq2HLsh13e,public,True,{'has_access': False},-74.007427,40.740216,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Betaworks', 'country': 'United States', 'place_id': 'ChIJe4XhiAJZwokRdwIKYH214Bc', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'Betaworks, 29 Little W 12th St, New York, NY 10014, USA', 'apple_maps_place_id': 'IB332323F18B72FE9', 'mode': 'shown'}",public,"{'latitude': 40.740216, 'longitude': -74.007427}"
evt-791OyI6RB7Av746,cal-tHJyNeoc6AGVg5m,https://images.lumacdn.com/event-covers/kv/cf358d88-24a0-49e4-ad01-158da2c6c980.png,2025-04-10T00:00:00.000Z,independent,False,offline,"Book Talk with Investor, Professor, and Author Jeff Bussgang in Conversation with Bloomberg Journalist Walter Frick",True,,True,2025-04-09T22:00:00.000Z,America/New_York,brvrvnzv,usr-vBbrMNhNUYJIdYa,public,False,{'has_access': False},-73.981817,40.760102,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Lowenstein Sandler LLP', 'country': 'United States', 'place_id': 'ChIJgTaxMv9YwokRnbQeJT0e3F8', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'Lowenstein Sandler LLP, 1251 Avenue of the Americas, New York, NY 10020, USA', 'apple_maps_place_id': 'IC37922905BD2C4DE', 'mode': 'shown'}",public,"{'latitude': 40.760102, 'longitude': -73.981817}"
evt-Bm1n6aAS74OFqAo,cal-AogpDRMnMC2us7K,https://images.lumacdn.com/event-covers/6a/cfcaad1d-aafa-4a85-88f4-993dffd90f5a.png,2025-04-10T01:00:00.000Z,independent,False,offline,"Navigating the new design environment with Catt Small, Rachel Hsiung, and Jibran Kutik (Fundraiser)",True,,False,2025-04-09T22:00:00.000Z,America/New_York,fun-designer-thing-that-you-should-join-or-else,usr-hsiFZnTh6rSF7Qh,public,False,{'has_access': False},-73.988138,40.700566,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': 'Etsy', 'country': 'United States', 'place_id': 'ChIJl_hltUpawokRPcLl_jmP6lo', 'city_state': 'Kings County, New York', 'description': '', 'country_code': 'US', 'full_address': 'Etsy, 117 Adams St, Brooklyn, NY 11201, USA', 'apple_maps_place_id': 'I7CA36906E379E104', 'mode': 'shown'}",public,"{'latitude': 40.700566, 'longitude': -73.988138}"
evt-68tAspfwjYHpzV0,cal-ovY5OAHEpB4RSAL,https://images.lumacdn.com/event-covers/9d/25a2baab-0dab-4305-8c2b-4618564d86ef.png,2025-04-10T01:00:00.000Z,independent,False,offline,NYC 🗽 GenAI Companies Building in NYC (Hosted by The AI Furnace),True,,True,2025-04-09T22:00:00.000Z,America/New_York,iv7ne654,usr-x2ibqxQgFH6yg1Z,public,False,{'has_access': False},-73.98500,40.75500,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.754931, 'longitude': -73.98402}"
evt-if9H77lPBSYIiAI,cal-uTjKlEUyAROJz5o,https://images.lumacdn.com/event-covers/hk/0e3a7aa3-487c-44bb-a269-0ff5eda25f44.png,2025-04-10T01:00:00.000Z,independent,False,offline,StoryTell x Queering Existentialism 4/9: Radical Acceptance,True,,True,2025-04-09T22:30:00.000Z,America/New_York,hr6gcggh,usr-jWziT0ggOpFKhpv,public,False,{'has_access': False},-73.98500,40.70250,"{'mode': 'obfuscated', 'city_state': 'Kings County, New York'}",guests-only,"{'latitude': 40.703662, 'longitude': -73.985151}"
evt-Gi0lCB1BfhJ8CiL,cal-PE1xHXdJxntYqd4,https://images.lumacdn.com/event-covers/06/5172858d-e576-4517-8bcb-ac8b1c059ff0,2025-04-10T01:30:00.000Z,independent,False,offline,Color in Flow: Freeform,True,,False,2025-04-09T23:00:00.000Z,America/New_York,xcslpwc1,usr-m3vFLnrtBwJ7BQ7,public,False,{'has_access': False},-73.994019,40.749380,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Drawing Room', 'country': 'United States', 'place_id': 'ChIJFUldbf1ZwokRGXXIt9UZV9o', 'city_state': 'New York, New York', 'description': 'Use code 1223 on small keypad to unlock lobby door; will not beep, simply pull the door. Take the elevator to the 9th floor (no code required)', 'full_address': 'Drawing Room, 247 W 30th St # 9R, New York, NY 10001, USA', 'apple_maps_place_id': 'I37A3C53588E9F5B0', 'mode': 'shown'}",public,"{'latitude': 40.74938, 'longitude': -73.994019}"
evt-BreTDHVe8JI44Rp,cal-EWMF9vkIgvpVxx8,https://images.lumacdn.com/event-covers/0n/4003b3fe-1e64-4cef-934b-b7f2c7bc0db0,2025-04-10T12:30:00.000Z,independent,False,offline,Pitch and Run 730am Thursday Early Bird,True,,True,2025-04-10T11:30:00.000Z,America/New_York,mw005iqm,usr-hVeh1rxRTqXXTWE,public,False,{'has_access': False},-74.016193,40.711300,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Le Pain Quotidien', 'country': 'United States', 'latitude': '40.7112999', 'place_id': 'ChIJPcWekRpawokRMr5_kNo2njw', 'longitude': '-74.0161926', 'city_state': 'New York, New York', 'description': '', 'full_address': 'Le Pain Quotidien, 395 S End Ave, New York, NY 10280, USA', 'apple_maps_place_id': 'I46D83F06A2795B29', 'mode': 'shown'}",public,"{'latitude': 40.7113, 'longitude': -74.016193}"
evt-Y3llZqZFF4jtoaK,cal-i7F7pBooAJzclhH,https://images.lumacdn.com/event-covers/uz/9483a023-5fd0-4f38-9735-784a9d7edf35.webp,2025-04-10T14:00:00.000Z,independent,False,offline,🥯+🤖 AI Bagels Biotech Edition (with Bits in Bio and Dimension),True,,True,2025-04-10T13:00:00.000Z,America/New_York,g1ngs622,usr-PKQmMdZV0mWW3A7,public,False,{'has_access': False},-73.99500,40.72500,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.72616, 'longitude': -73.995985}"
evt-wyPjAiJLyWrL0SJ,cal-ucfZmUAHdzcbkHH,https://images.lumacdn.com/gallery-images/w3/85cf0c62-177f-48d2-925d-9e40591bf58c,2025-04-11T00:00:00.000Z,independent,False,offline,Entrepreneurship in the Era of GLP-1s and Food as Medicine,True,,True,2025-04-10T22:00:00.000Z,America/New_York,b70czddo,usr-WZ8ok5Xrx2NLmLB,public,True,{'has_access': False},-73.958401,40.817687,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Columbia Business School, David Geffen Hall', 'country': 'United States', 'place_id': 'ChIJ4z_jZwD3wokRq7gLRYp3fZQ', 'city_state': 'New York, New York', 'description': 'Room 620 (Greenwald Auditorium)', 'country_code': 'US', 'full_address': 'Columbia Business School, David Geffen Hall, 645 W 130th St, New York, NY 10027, USA', 'apple_maps_place_id': 'I32C577AF9E782277', 'mode': 'shown'}",public,"{'latitude': 40.817687, 'longitude': -73.958401}"
evt-SjfDNGjbPdhtSkQ,cal-kcWhMbIs2X0Y2Xb,https://images.lumacdn.com/event-covers/v9/87682608-3bcf-43ed-8d56-8c77ce32defd.png,2025-04-11T00:00:00.000Z,independent,False,offline,"""Finding PMF in the Age of AI"" with Jeff Bussgang (Flybridge Capital Partners)",True,,True,2025-04-10T22:00:00.000Z,America/New_York,findPMF,usr-DWfcHYvEcII5W5R,public,True,{'has_access': False},-73.98750,40.74000,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.738784, 'longitude': -73.988356}"
evt-KT7MT4Maa9C0udc,cal-Ve0M7LoDOpdnF3z,https://images.lumacdn.com/event-covers/cn/65ebc1d6-91ff-4c91-b94f-0a868cbdc67c.jpg,2025-04-11T00:30:00.000Z,independent,False,offline,Fun (SPC Demo Night),True,,False,2025-04-10T22:00:00.000Z,America/New_York,qh5zbpg9,usr-VPOChxgUvsrEjSA,public,False,{'has_access': False},-73.99250,40.72750,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.728329, 'longitude': -73.991589}"
evt-CTJQjpXpJHlG8Uk,cal-rNhbdHwGE1b6O9x,https://images.lumacdn.com/event-covers/ph/b12381c3-30f4-4524-b2e3-7451206cb332.jpg,2025-04-11T01:00:00.000Z,independent,False,offline,Symbol XO - Traditional Dating,True,,True,2025-04-10T22:00:00.000Z,America/New_York,nhmeoaie,usr-bSG18eqxM6KtjTP,public,False,{'has_access': False},-73.988698,40.730863,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Sugar mouse', 'country': 'United States', 'latitude': '40.73086329999999', 'place_id': 'ChIJgTquPdBZwokROLWpEDTUTh0', 'longitude': '-73.9886975', 'city_state': 'New York, New York', 'description': '', 'full_address': 'Sugar mouse, 47 3rd Ave, New York, NY 10003, USA', 'apple_maps_place_id': 'I8D080F777EF837D6', 'mode': 'shown'}",public,"{'latitude': 40.730863, 'longitude': -73.988698}"
evt-GUqP6w2qXmKr6xb,cal-RSgj2jk1IlCDvGF,https://images.lumacdn.com/event-covers/vs/5c6c8546-2955-4c40-8ad8-bd801e2aecd2,2025-04-11T13:30:00.000Z,independent,False,offline,Tech Pickleball NYC,True,,True,2025-04-11T11:30:00.000Z,America/New_York,9uxgw8l4,usr-kfVoiikovCMofvu,public,True,{'has_access': False},-73.954570,40.721751,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': 'McCarren Park Tennis Courts', 'country': 'United States', 'latitude': '40.7217508', 'place_id': 'ChIJkd7_U0NZwokRSlQjAzSHLuk', 'longitude': '-73.9545699', 'city_state': 'Kings County, New York', 'description': 'Asphalt Lot', 'full_address': 'McCarren Park Tennis Courts, 50 Bedford Ave, Brooklyn, NY 11222, USA', 'mode': 'shown'}",public,"{'latitude': 40.721751, 'longitude': -73.95457}"
evt-X9gaCHNcuBmD9uG,cal-EWMF9vkIgvpVxx8,https://images.lumacdn.com/event-covers/d8/2afa2eea-41f1-4c75-8798-c5f40dce66a8,2025-04-11T14:15:00.000Z,independent,False,offline,Pitch and Run Friday - The Original PNR,True,,True,2025-04-11T12:55:00.000Z,America/New_York,vrqiepu2,usr-hVeh1rxRTqXXTWE,public,False,{'has_access': False},-74.008746,40.748538,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Bluestone Lane Chelsea Piers Café', 'country': 'United States', 'latitude': '40.7485378', 'place_id': 'ChIJDTUgz1dZwokRtsQ97Tbf0cA', 'longitude': '-74.0087457', 'city_state': 'New York, New York', 'description': 'Meet outside of Bluestone Lane at 8:55am', 'full_address': 'Bluestone Lane Chelsea Piers Café, 62 Chelsea Piers Pier 62, New York, NY 10011, USA', 'mode': 'shown'}",public,"{'latitude': 40.748538, 'longitude': -74.008746}"
evt-YfGYBfxwa8W93nc,cal-o1aUxEipv6mt0Ep,https://images.lumacdn.com/event-covers/k3/5b68273b-6299-4fd8-9ca4-843769156a3d.jpg,2025-04-12T00:30:00.000Z,independent,False,offline,MCP Research & Discussion Night,True,,True,2025-04-11T21:30:00.000Z,America/New_York,k1kegiwm,usr-moHjRpSZzfbcskC,public,False,{'has_access': False},-74.00250,40.71750,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.718022, 'longitude': -74.003251}"
evt-64YdJBe3Y3dbhGY,cal-wGlwnmMsVzQQ8tr,https://images.lumacdn.com/event-covers/oe/b430708c-a2c8-451f-a2d8-8fa0d92dbaeb.png,2025-04-12T03:00:00.000Z,independent,True,offline,Founders Night at Seven24 Collective,True,,True,2025-04-11T22:00:00.000Z,America/New_York,ql1jq0qb,usr-3NVrqXkeBW2nWJW,public,False,{'has_access': False},-74.005715,40.740040,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Seven24 Collective - Meatpacking NYC', 'country': 'United States', 'place_id': 'ChIJT3DA6zNZwokRvRit4RuJcTc', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'Seven24 Collective - Meatpacking NYC, 362 W 13th St, New York, NY 10014, USA', 'apple_maps_place_id': 'I3EA3FA8517FC9757', 'mode': 'shown'}",public,"{'latitude': 40.74004, 'longitude': -74.005715}"
evt-0eAuiBUwyS14kZR,cal-PE1xHXdJxntYqd4,https://images.lumacdn.com/event-covers/vd/a06a19bc-a053-4970-aa77-019ee94acdc5,2025-04-12T01:30:00.000Z,independent,False,offline,Charm Meet,True,,False,2025-04-11T23:30:00.000Z,America/New_York,9p3bxwwk,usr-m3vFLnrtBwJ7BQ7,public,False,{'has_access': False},-73.994019,40.749380,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Drawing Room', 'country': 'United States', 'place_id': 'ChIJFUldbf1ZwokRGXXIt9UZV9o', 'city_state': 'New York, New York', 'description': 'Use code 1223 on small keypad to unlock lobby door; will not beep, simply pull the door. Take the elevator to the 9th floor (no code required)', 'full_address': 'Drawing Room, 247 W 30th St # 9R, New York, NY 10001, USA', 'apple_maps_place_id': 'I37A3C53588E9F5B0', 'mode': 'shown'}",public,"{'latitude': 40.74938, 'longitude': -73.994019}"
evt-4JWKD9YK9wuZo4V,cal-MWDK3RkrGD3zl3N,https://images.lumacdn.com/event-covers/b8/f4f1dd9d-7f6b-45f8-ba02-afca5e1f890a.jpg,2025-04-12T02:00:00.000Z,independent,False,offline,L&L Monthly Classic Vol. 3,True,,True,2025-04-12T00:00:00.000Z,America/New_York,23dmqn4y,usr-jo87DZk66sDRsCv,public,False,{'has_access': False},-73.895515,40.839182,"{'city': 'Bronx County', 'type': 'google', 'region': 'New York', 'address': 'Cary Leeds Center for Tennis & Learning', 'country': 'United States', 'place_id': 'ChIJDZkUgFv0wokRSH30dVjLHlE', 'city_state': 'Bronx County, New York', 'description': 'Directions: Metro North: Grand Central to Tremont, then a 15 min walk or 8 min uber.\nSubway: 2 or 5 Train to 174th Street, then a 15 min walk or 4 min uber. Facility and street parking are available.', 'country_code': 'US', 'full_address': 'Cary Leeds Center for Tennis & Learning, 1720 Crotona Ave, Bronx, NY 10457, USA', 'apple_maps_place_id': 'IA696AADA14D2A662', 'mode': 'shown'}",public,"{'latitude': 40.839182, 'longitude': -73.895515}"
evt-TsTEgDHkqaCERrV,cal-E0mN82PXqPnpmqh,https://images.lumacdn.com/event-covers/pj/df5a7df4-3c69-4c7e-aed8-bedb97ffd18a.jpg,2025-04-12T19:00:00.000Z,independent,False,offline,mo.na. x coach 🌟☁️,True,,True,2025-04-12T17:00:00.000Z,America/New_York,uyhbnqtw,usr-UjeDyyMax8D5akx,public,False,{'has_access': False},-73.967247,40.762268,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': ""Bloomingdale's"", 'country': 'United States', 'place_id': 'ChIJ-RNjg-VYwokRCJTSRaHml6E', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': ""Bloomingdale's, 1000 Third Avenue, 59th Street and, Lexington Ave, New York, NY 10022, USA"", 'apple_maps_place_id': 'I99ABDC5500EE09EE', 'mode': 'shown'}",public,"{'latitude': 40.762268, 'longitude': -73.967247}"
